"HASH_1B09B600": "A doprdele." 
"HASH_1AD064A1": "Nemůžu uvěřit, co tady udělali."
"HASH_25D04AA1": "Protože je mrtvej, tak bys mu to určitě nandal."
"HMPLAYER_FIGHT_UNIV_3": "Teďka se bojuje?"
"HMPLAYER_FIGHT_PRISON_5": "A stráže se potají sází bokem, co..."
"HASH_CB9242A2": "Vážně čekáš, že budu věřit někomu, koho ani neznám?"
"HASH_53FC5CA2": "O čem to mluvíš?"
"BFPLAYER_DRUG_HOTELS_7": "Už jdu, už jdu... o tohle bych nerad přišel."
"HASH_44670CA2": "To dává smysl."
"HASH_EBC3FCA2": "OK, jaký je plán?"
"HASH_378024A2": "Překvapuje mě, že si po pěti minutách běhu nevykašleš plíce, natož po pěti mílích."
"HMPLAYER_FRAUD_FACTORIES_4": "Jen si posluž."
"HASH_0033ACA2": "A proč ne? Zrovna jsem se nechal bodnout jen proto, abych měl šanci s tebou mluvit. Nedokazuje to, že to myslím vážně?"
"MONICA_CLNSWEEP_REDLGT_5": "Ultor na odkazu mýho muže vydělal majlant. Povznesení Saints Row se nejdříve označovalo za Hughesovu iniciativu, pak za iniciativu Hughesovu a společnosti Ultor a teď už jen za iniciativu Ultoru. Ta firma ukradla odkaz mýho muže, a když z něj nemohu nic mít já, tak ať nemají ani oni. Chci, abys jejich majetek znehodnotil."
"HASH_C5646AA2": "Za několik okamžiků budeme znovu vpuštěni do soudní síně a jednou provždy zjistíme, zda pan Gat odejde jako šťastný muž, nebo jako mrtvola. Předávám slovo Jackovi."
"HASH_B6F97CA2": "Jak je pacientovi?"
"BFPLAYER_ESCORT_SUBURBS_5": "Máš rozjetý sakra pořádný kšeft..."
"HASH_42ED76A3": "Překvapuje mě, že uběhneš 5 minut a nevykašleš si plíce, natož 5 mil."
"HASH_9EAEAEA3": "Tak jakej je plán?"
"LI_GUARDIAN_CTOWN_5": "Tito lidé musí být ochráněni za každou cenu od lidí, jako jsi ty. Jestli jim zaručíš bezpečnou cestu, stědře se ti odměním."
"HASH_366B8AA3": "Neposer to, Pierci, nemám na to náladu."
"HASH_D5287CA3": "Opravdu?"
"BMPLAYER_SWEEP_SUBURBS_1": "A co s tím mám co dělat já?"
"WFPLAYER_FRAUD_FACTORIES_4": "Posluž si."
"WFPLAYER_DRUG_AIRPORT_2": "Tak co potřebuješ, abych udělal?"
"HASH_6459DEA4": "Tohle by mohlo probíhat líp..."
"HASH_13B448A4": "Tak mi řekni něco o tom projektu..."
"HASH_4948CCA4": "Co myslíš tím \"do zelí\"?"
"HASH_ED065CA4": "Vážně?"
"HASH_22D7F0A4": "Cos to říkal?"
"HASH_AB072CA4": "Mnohem větší zábava."
"HASH_F19824A4": "Díky za pozvání, Ann."
"HASH_265E1CA5": "A co jejich vrchní tetovač?"
"HASH_305B46A6": "Volala mi jedna z holek z Technically Legal, že jistá roninská parta začíná nějak moc ošahávat. Vyhazovači jsou podplacený, aby se o to nestarali, takže jestli má někdo těm hovnožroutům dát pořádnou lekci, musíš to být ty.\n18250"
"HASH_861DAEA6": "Musíme to tady vyčistit."
"HASH_FB3630A6": "Musíme si hledat novej flek?"
"HASH_0EA0D2A6": "Myslíš, že jen kecá?"
"BFPLAYER_SWEEP_REDLIGHT_5": "Kdo tě naštval?"
"HASH_BDE620A6": "Co je to?"
"HASH_450B3CA6": "Určitě?"
"HMPLAYER_CC_SUBURBS_2": "Co mi chc-"
"HASH_E3DEC0A6": "*mluví japonsky*"
"HASH_C3AD9EA7": "Ti somráci, co jsme odklidili, si zřídili krám v podzemních jeskyních. Normálně bych na ně sral, ale ti zkurvenci začali v těch jeskyních přepadat turisty, takže jim do kapsy jde docela dost prachů. Takže bysme těm kokotům měli poslat zprávu, aby vypadli z chudinský čtvrti a počkali, až si u nich mý hoši vyzvednou zboží.\n11000"
"HASH_FD62F0A7": "Carlosi..."
"HASH_44CDAEA7": "Vím... musíme naše zboží ukrýt. Až se Roninové vrátí, chci, abysme byli připravený."
"HASH_F9BE5AA7": "To má být vtip? Kdysi mi Stilwater patřil..."
"HASH_5B18A2A7": "Užívej si důchodu, Matte."
"BMPLAYER_HIJACKING_DOCKS_3": "Ještě potřebuješ lidi na kradení aut?"
"HASH_FF5632A7": "Jestli tím odpočinkem myslíš vyhulit gramík, tak to rozhodně jo."
"HASH_9B85BEA7": "Prosím, přestěhujte mi věci do nové kanceláře. A svolejte tiskovou konferenci."
"HASH_07834EA8": "Už nepůjčuješ prachy?"
"HASH_980F60A8": "Co se děje?"
"HASH_BD9680A8": "Jinak to nešlo."
"HASH_47B808A8": "Shaun-di! Shaun-di! Shaun-di! Shaun-di!"
"HASH_C3442EA9": "Kde jste sakra byli, lidi?"
"BFPLAYER_SNATCH_DTOWN_5": "Ne, já jen-"
"HASH_ED6232A9": "Co se děje?"
"HASH_4CB160A9": "Známe se?"
"HASH_7AA738A9": "Za jak dlouho se vrátíš?"
"HASH_575182A9": "No tak, takovýhle sračky musí dělat každý, koho čerstvě kanonizovali."
"BMPLAYER_TORCH_DTOWN_1": "Jen jsem to chtěl odklidit z cesty, pane Muellere. Jsem váš velký fanda."
"HASH_27841EAA": "Co chceš?"
"HASH_8522E6AA": "Shaundi má dobrej nápad."
"HASH_C03272AA": "Kde je Johny?"
"HASH_8BB4A0AA": "Ty si myslíš, že odsud odejdeš?"
"BMPLAYER_FIGHT_UNIV_3": "Teďka se bojuje?"
"HASH_F714D4AA": "Můžu pomoct i víc."
"HASH_3E4512AA": "Všichni k zemi! Hned! [gun shot fx]"
"HASH_66E21AAA": "Proč je na konferenčním stolku ta hromada peněz?"
"HASH_9B3178AB": "Řekni mi, žes tohle místo nevybrala jen proto, abys mohla hrát tu pitomou hru."
"HASH_950E9EAB": "Jo, to by bylo skvělý."
"HASH_B55F20AB": "Kde je Johnny?"
"WMPLAYER_SWEEP_REDLIGHT_5": "Kdo tě naštval?"
"HASH_AEF510AB": "Jsi na pozici, Johny?"
"HASH_27DFB4AB": "Nejspíš neumím anglicky tak dobře, jak jsem si myslel - přišlo mi, jako bys mi dával nějaký rozkaz."
"HASH_AC89E6AC": "Jo, co potřebuješ vyzvednout?"
"HASH_A12F96AC": "Kdo?"
"HASH_FF1F94AC": "Chceš ještě něco říct?"
"HASH_9A2EAAAC": "Užívej si důchodu, Matte."
"HASH_C0FE4AAC": "Tak to už je lepší."
"HASH_D6E34EAC": "Nechal jsi svýho otce umřít, to se stalo."
"HASH_3AC502AD": "Ne."
"HASH_EB42EAAD": "Vidím to tak, že když jsme jim čmajzli všecky drogy, zlikvidovali trh se sametovým práškem, zabrali jim území a zabili vůdce, jsou Samedijci definitivně v prdeli, na to vsadím boty."
"HASH_B572E8AD": "Na nic už odpovídat nebudu, padej do auta."
"HASH_013E8CAD": "Sám jsi řekl, že většina lidí je buď mrtvých, nebo kvůli Troyovi bručí... Musíme začít od nuly."
"HASH_995092AD": "Je jasný, že se od tý doby, co jsme venku ze hry, spousta věcí změnila, takže budeme potřebovat pomoc. Pierce, ty půjdeš po Roninech. Chci vědět, kdo tam dává rozkazy a jaký kšefty rozjíždějí."
"BMPLAYER_CC_SUBURBS_2": "Co mi chc-"
"HASH_6E86AAAD": "Sorry, dával jsem si pár panáků u baru."
"HASH_B39A80AD": "No tak!"
"HASH_F59BF0AD": "Kazuo Akudži je fotr Shoga Akudžiho, toho sráče, co šéfuje Roninům."
"HASH_E512A4AD": "To se nestane."
"HASH_2F969AAD": "Díky němu jsou Svatí za mřížemi."
"HASH_8D9478AE": "Johnny, budeš zas v pořádku."
"HASH_B0FB72AE": "Na tom nezáleží, plán je takový: Pierce a Shaundi vyrazí do ulic a zničí co nejvíc věcí Ultoru. Jestli po nás chce Ultor jít, tak fajn, ale bude je to stát pěknej balík... Gat půjde se mnou do pyramidy..."
"HASH_F91284AE": "Jsi sjetej? Nebo si jen nepamatuješ, že jsem ti řekl, že nemám čas stát ti za prdelí."
"WMPLAYER_ESCORT_SUBURBS_5": "Máš rozjetý sakra pořádný kšeft..."
"HMPLAYER_DRUG_HOTELS_3": "Nikdy bych nevěřil, že bys mohl dovopravdy makat."
"HASH_CB79EAAE": "Zavolám policii!"
"HASH_3982ECAE": "Určitě. Tak ahoj doma."
"HASH_A1CAEEAE": "Zasraný padavky!"
"HASH_F8F92AAF": "Johnny, budeš zas v pořádku."
"BFPLAYER_FRAUD_MUSEUM_3": "Dobře..."
"HASH_D28240AF": "Tak mi o tom projektu něco řekni."
"WMPLAYER_DRUG_HOTELS_3": "Nikdy bych nevěřil, že bys mohl dovopravdy makat."
"HASH_887EC4AF": "Co myslíš tím \"do zelí\"?"
"BMPLAYER_FUZZ_PROJ_4": "A hádám, že tomu vězení bude odolávat dost lidí?"
"HASH_FEAC86AF": "A nyní vám naznačím, jak toho chceme dosáhnout. Je jasné, že ještě než začneme Shivington měnit do výše zmíněné podoby, musíme nejprve získat jeho území. A jak že to uděláme? Jestliže strhneme honosný dům, jeho obyvatelé pravděpodobně připraví našemu tiskovému oddělení nefalšovanou noční můru a všechny naše návrhy budou zadupány do země. A řešení? Ať se město očistí samo. Když gangy poštveme proti Slunnému údolí, nebudeme sami, kdo sníží počet našich odpůrců - zároveň klesne i hodnota jejich majetku. A to znamená, že až toto území koupíme, ušetřené peníze se rozdělí mezi vás, akcionáře. Gangy netvoří jednolitý celek, ale soupeří mezi sebou navzájem - proto své prostředky směrujeme přímo do stilwaterské veřejné správy. Zvýšíme počet policistů, kteří ty gangsterské tlupy rozpráší jednu po druhé. Zločin bude vymýcen, už nás nebudou trápit žádné škody na majetku a podle toho bude vypadat i naše populace."
"HASH_01350AAF": "Bože, to byl ale rok... Alderman Hughes, starosta Winslow, Aisha, velitel Monroe..."
"BMHAZ_MAYHEM_NUKE_5": "Tutově."
"HASH_C429EAB0": "Hotovo, je čas vypadnout."
"BFPLAYER_SNATCH_DTOWN_1": "Překvapuje mě, že pořád ještě neděláš z přívěsu Helmers..."
"HASH_4BDCA4B0": "To jen dokazuje, že jsi dost pitomý, aby sis nechal vrazit kudlu do zad..."
"HASH_503C46B0": "Hele, ještě než půjdeš, jakou partu to vlastně hledáš?"
"HASH_1DE5F6B1": "Snažim se, ale co kurva vůbec chceš."
"HASH_803334B1": "Zahoď to."
"BFPLAYER_SNATCH_CTOWN_4": "Něco pro tebe najdu a co nevidět budeš zpátky v kšeftu."
"HASH_00EE8AB1": "Miluju šoubyznys."
"HASH_481A48B1": "Už mám dost těch tvých keců."
"HASH_9C5CBCB2": "Tak bylas v těch docích, jak jsem chtěl?"
"HASH_92635AB2": "To slýchám často..."
"HASH_B232E4B2": "Myslíš, že jen kecá?"
"WMPLAYER_SWEEP_REDLIGHT_1": "Máš hezkou kancelář."
"HASH_8D32CAB2": "Já vím. Musíme se dát do kupy - až po nás Roninové půjdou, chci, abysme byli připravení."
"HASH_266134B2": "Chápu toho dost."
"HASH_20B270B2": "Tiše. Teď se můžete vyprovodit ven."
"HASH_20E9DAB3": "Ty jsi Maero?"
"WFPLAYER_FIGHT_PRISON_4": "Pletky s dcerou ředitele vězení?"
"HASH_824F22B3": "Nechápej to špatně, mám svoji práci rád, to jen... že jsem si tak lámal hlavu s posláním zprávy Maerovi, že jsem se Jessicy ani nezeptal na zásilku"
"HASH_F85F98B3": "Vím. Musíme naše zboží ukrýt, až se Roninové vrátí, chci, abysme byli připravený."
"HASH_C75FB6B3": "Myslíš, že jenom kecá a skutek utek?"
"HASH_F07910B3": "Jak to sakra můžeš vědět?"
"HASH_3928D6B3": "Prachy nacpi do kufru. Ale to ti povídám, že jestli tam podstrčíš nějaký obarvený, rozstřílím ti tu tvojí zasranou kebuli, až se ti z ní posypou pyliny."
"HASH_0AF314B3": "Samozřejmě, generále."
"HASH_06FC6EB3": "Hele, chlape, to není sranda..."
"SUNSHINE_SOS09_USEDOLL_5": "Poklekni před Synem Samediho."
"HASH_98A9D2B4": "Díky."
"HASH_EC2F2EB4": "Protože je mrtvej, tak bys mu to určitě nandal."
"HASH_B21F2CB4": "Neviděl jsi mě od tý doby, co mě tvůj šéf střelil a nacpal do kufru auta, a ty se teď nezmůžeš na nic lepšího než \"A kurva?\""
"HASH_10B9D4B4": "Co je?"
"HASH_9E3D56B4": "Co se to sakra děje?"
"HASH_14CAD0B4": "Dívej se na mě, když s tebou mluvím!"
"HASH_F2F634B4": "To je mi líto. Proč jsi tady?"
"HASH_A852C8B4": "Vím, kam Akudžiho lidi chodí, a pochybuju, že by tuhle informaci měl kdokoliv z tvých hlavounů."
"HASH_E27F60B4": "To byste ale měl, protože reprezentuji multimiliardovou společnost, která zaměstnává vašeho syna. Tak co, neposadíme se?"
"MIKEY_FIGHT_UNIV_4": "Jo."
"HASH_EDC480B5": "Díky."
"HASH_ABE422B5": "Přestaň, buď tak hodnej. Seženu ty zatracený panny."
"HASH_A64252B5": "Nemůžu uvěřit, co tady udělali."
"HASH_7D2C16B5": "Dobře, (mluví k přítomným) až tady skončíme, tak si promluvte s jedním z těchhle - dají vám nějakou práci. Přišel náš čas, tak se do toho kurva dejte."
"HASH_D76EC6B5": "Proč by se Maero ptal, kdy má dorazit jeho vlastní náklad?"
"HASH_9D436EB5": "Nehraj si se mnou, Matte, máš tady kupu hraček, s kterýma jsem si ještě nehrál..."
"HASH_C7938EB5": "Co jsi dělal? Donnie?"
"HASH_D18E8AB5": "*mluví japonsky*"
"HASH_5537A6B5": "Ultorská ochranka zabavila loď i s vaším zbožím. Myslím, že je fér, když se nějak vyrovnáme, vzhledem k tomu, že jsme vaše lidi dostali z vězení. A teď můžeš jít."
"HASH_FF94EEB6": "Neposer to, Pierci, mám náladu pod psa."
"HASH_1CD718B6": "Opravdu?"
"HASH_5751CAB6": "OK, jaký je plán?"
"BFPLAYER_TORCH_APTS_2": "Tak co je za problém?"
"BFPLAYER_FUZZ_SUBURBS_3": "Takže se po mně chce, abych se na národní televizi vydával za poldu?"
"BFPLAYER_FUZZ_PROJ_2": "O co jde?"
"HASH_EA223EB6": "Je fajn, že se vám líbí ty nový krámy, který nám Bratrstvo věnovalo."
"WMPLAYER_DRUG_HOTELS_7": "Už jdu, už jdu... o tohle bych nerad přišel."
"HASH_8F1300B6": "Co kurva říkáš?"
"HASH_71D33EB6": "Sykese ale zrovna vyšetřuje stilwaterská policie, takže tohle všecko je pouze hypotetický. Ale KDYBY se našlo před vchodem auto s osamělou ženou a KDYBYS mohl poskytnout i odpovídající prostředí, kde by ta žena mohla v soukromí uspokojit něčí sexuální potřeby, pak by ti Sykes MOŽNÁ mohl zaplatit hotově nebo zbožím."
"HASH_F47174B6": "Jenže ty o tom víš velký kulový."
"HASH_C3DEE4B6": "Jestli budeš klidná, pomůžeš nám najít ty peníze a uděláš, co ti řeknu.. Tak máš mé slovo slovo, že tě nechám žít."
"HASH_F9C142B6": "300 obžalob, ale žádná prokázaná vina!"
"HASH_F57258B6": "Nic."
"HASH_0658CEB6": "Jak už je to dlouho?"
"BMHAZ_MAYHEM_NUKE_1": "Tohle? Jo, jasně. Vypouštíme trochu radiace, ale všechno je to v normě."
"HASH_8AF9BCB7": "Neposer to, Pierci, mám náladu pod psa."
"HASH_69BA4AB7": "Opravdu?"
"HASH_FE7F40B7": "Překvapuje mě, že uběhneš 5 minut a nevykašleš si plíce, natož 5 mil."
"WMPLAYER_ESCORT_SUBURBS_1": "Vypadáš spíš jako šprt, než jako pasák."
"HMPLAYER_DRUG_HOTELS_7": "Už jdu, už jdu... o tohle bych nerad přišel."
"HASH_A6A72AB7": "Potřebuješ pomoct vstát?"
"HASH_43792AB8": "Nechápej to špatně, mám svoji práci rád, to jen... že jsem si tak lámal hlavu s posláním zprávy Maerovi, že jsem se Jessicy ani nezeptal na zásilku"
"BFPLAYER_SWEEP_SUBURBS_1": "Co chceš, abych s tím udělal?"
"HASH_1DBDA0B8": "Kdo?"
"HASH_22BD8EB8": "Vidím to tak, že když jsme jim čmajzli všecky drogy, zlikvidovali trh se sametovým práškem, zabrali jim území a zabili vůdce, jsou Samedijci definitivně v prdeli, na to vsadím boty."
"HMPLAYER_FIGHT_PRISON_1": "Jen se moc neraduj, nechci se tu moc zdržet."
"WFPLAYER_FUZZ_PROJ_4": "A nech mě hádat, spousta lidí se bude bránit zatčení?"
"HASH_57D0DCB9": "Vidím to tak, že když jsme jim čmajzli všecky drogy, zlikvidovali trh se sametovým práškem, zabrali jim území a zabili vůdce, jsou Samedijci definitivně v prdeli, na to vsadím boty."
"HASH_68D0F2B9": "Kdo?"
"HASH_4D3634B9": "Tak tady se buď dohodneme, nebo ne. Tihle lidi budou volní, to je bez debat. Otázka zní, jestli to všechno provedeme hezky v tichosti, nebo jestli kolem toho chceš mediální cirkus, kde budeš vypadat jako šašek."
"HASH_7E7506BA": "Co pro mě máš?"
"HASH_DCD3FEBA": "Snažim se, ale co kurva vůbec chceš."
"BFPLAYER_ESCORT_SUBURBS_1": "Vypadáš spíš jako šprt, než jako pasák."
"HASH_4580B2BA": "Jsi sjetej? Nebo si jen nepamatuješ, že jsem ti řekl, že nemám čas stát ti za prdelí."
"HASH_3C70D0BA": "Jo."
"LI_GUARDIAN_CTOWN_1": "Těší mě, jsi mohl přijít. Wong Sheng Tai o tobě mluvil s velkým uznáním."
"HASH_31064EBA": "Johny, budeš v pohodě."
"BLAKE_TORCH_APTS_4": "Letos jsme koupili protipožární oblek na zasvěcování nováčků. Myslíš, že bys ho dokázal nějak využít?"
"WFPLAYER_MAYHEM_SHANTY_1": "Kdo?"
"HASH_549198BB": "To je ta ulice?"
"BFPLAYER_DRUG_HOTELS_3": "Nikdy bych nevěřil, že bys mohl dovopravdy makat."
"HASH_430AC8BB": "Měli tě poslechnout."
"HASH_30EDE0BB": "Jsi snad dospělej, ne? Nebo už si nepamatuješ, že jsme si vysvětlili, že ti nebudu dělat žádnou chůvu?"
"HASH_075E68BB": "Můj bratr byl u Svatých a všecko mi o tobě řekl. Poslouchej, musíme tě odsud dostat."
"MONICA_CLNSWEEP_REDLGT_1": "Ale prosím tě, fakt si myslíš, že bych se s tebou sešla někde na veřejnosti? Podívej se na to z tý lepší stránky, alespoň nejsme na lodi."
"HASH_B3585CBC": "Kdy se vrátíš?"
"HASH_022EF8BC": "Jo."
"HASH_10DF8EBC": "Jdi do prdele, Akudži, na Eeshině pohřbu nebudu nikoho zabíjet. Dneska večer, zítra - řekni čas a já tě moc rád pocuchám, ale teďka ne."
"HASH_C6350EBD": "Kdy se vrátíš?"
"HFPLAYER_TORCH_APTS_2": "Tak co je za problém?"
"HASH_FB5A04BD": "Dobrá, vy dva o tom místě zjistíte, co se dá... chci ty zmetky dostat."
"HASH_51F004BD": "Co se děje?"
"HASH_8D6A4ABD": "Musíme si hledat novej flek?"
"HASH_35477CBD": "Jenže ty o tom víš velký kulový."
"HASH_4E2508BD": "Co kurva říkáš?"
"HASH_B93E16BD": "Díky za ten dýňový koláč - když budeš něco potřebovat, stačí říct."
"HASH_EA6B98BD": "Jinej bejvalej. A teď pojďme dál."
"HASH_25BA34BD": "Myslíš, že je to ňáká zasraná sranda?"
"HASH_F6F5E0BD": "Hughes měl o Saints Row jinou představu. Chtěl tu čtvrť vytáhnout z bahna neřesti a nasměrovat ji k lepším zítřkům. S čímž jsme my ve společnosti Ultor naprosto souhlasili. A proto jsme vynaložili nemalé peníze, abychom změnili toto... v toto."
"HASH_372696BE": "Ty si myslíš, že odsud odejdeš?"
"HASH_FED39EBE": "Rád jsem tě poznal."
"HASH_2CC700BE": "O čem to mluvíme? Zbraně? Drogy?"
"HASH_1658CEBE": "Proč by se Maero ptal, kdy má dorazit jeho vlastní náklad?"
"HASH_5C7566BE": "Neser mě, Matte, máš tady kupu hraček, s kterýma jsem si ještě nehrál."
"HASH_531DCABF": "Nevím, jestli o tom Ultor ví nebo ne, ale Roninové si uprostřed vědeckýho muzea zřídili pornografickou sajtu. Takže až jim ty jejich slavný servery za plnýho provozu půjdeš vyhodit do luftu, možná se cestou i něčemu přiučíš. Pokud teda nebudeš krmit ty šmejdy olovem."
"HASH_81706ABF": "Carlos mi pomohl zdrhnout z lapáku, vypadá jako dobrej kluk, ale budem potřebovat víc lidí. Co říkáš?"
"HASH_424BC4BF": "Ty si myslíš, že odsud odejdeš?"
"HASH_09CD16BF": "Kde je Johnny?"
"BFPLAYER_SWEEP_REDLIGHT_1": "Máš hezkou kancelář."
"HASH_BA8BE4BF": "Jo."
"HASH_D18FDCBF": "Co je?"
"HASH_8B5F3CBF": "Nepotřebuju."
"HASH_DD81E6C0": "Mě to zajímá. Maero to chce, a proto to seberu já."
"HASH_7F271EC0": "Tak kde máš svý lidi?"
"HASH_01FDB6C0": "Dáme dohromady lidi a pak můžem začít pracovat na tom, jak si vezmem zpátky naše město."
"HASH_5A81E0C0": "S tím dokážu žít."
"HASH_54EC96C0": "O čem to mluvíš?"
"WMPLAYER_FIGHT_UNIV_4": "Doprdele, možná bych tě mohl nahradit..."
"HASH_71B158C0": "A tohle mi říkáš teprv teď, proč?"
"HASH_616F2AC0": "To teda ne, Shogo, zase mě zklameš."
"HASH_ED68ECC0": "Poznám drogovou varnu, když ji vidím."
"HASH_F2DDA4C1": "To není můj problém."
"HASH_6F0B66C1": "To nebude problém."
