# TODO: Translate to Simplified Chinese
# Source: voice_us.txt
# Format: "KEY": "Chinese translation"
# Total entries: 16797

"HASH_B9F9F000": "也许待会儿吧，行吗？"
"HASH_93D9C4F1": "我没能救他，我不配活着！"
"HASH_20C010F2": "别让他得逞！"
"HASH_0E2424F2": "哦，赛勒斯。这可不是你聪明的一步。"
"HASH_4F1C14F2": "我靠！那是保罗？！"
"HASH_087598F2": "我就当你这句话完全说得通了。"
"HASH_4E5FBCF2": "那当然。"
"HASH_017C5CF2": "金吉真的需要时不时弄出那么大动静吗？在船上让人怎么睡觉？"
"HASH_25C86CF2": "我看见他们了。不过他们好像不太乐意见到我。"
"HASH_4FAE34F2": "那齐尼亚克为什么要卡车？"
"HASH_967448F2": "亲爱的，这是我头回看到你这么杀气腾腾的。"
"HASH_27FA50F2": "你干嘛担心老兵之子？"
"HASH_A16900F2": "你有什么就扔给我。"
"HASH_5ACE28F2": "*哔* *哔* 你这*哔*的*哔——*"
"HASH_B635C8F2": "精确一点更好。去气闸。"
"HASH_3C4FB0F2": "退后，老兵之子。"
"HASH_508238F2": "听你这么说我很高兴。现在齐恩人应该找不到我了，但我还是觉得这个任务没完。给我点时间想想下一步的正确做法。"
"HASH_46A660F2": "你该叫老板。"
"HASH_6166B0F2": "我等不及要砸烂这些混蛋了。"
"HASH_BC0B98F2": "我保证，我的朋友，我这就来找你。"
"HASH_3D2DD0F2": "我先告诉了联邦调查局，然后告诉圣徒，然后告诉总统和整个特勤局，可他们就是不听。现在好了，我们被外星人绑架，困在远超地球水平的技术里。你知道吗，要是当初我的行星防御系统拿到预算，我们根本不会被困在这儿对付齐恩人。我的意思是，那只要三十一亿美元。嘿，我警告过军方了，可他们不肯听新闻秘书的话。"
"HASH_0B52A4F2": "帮我想想办法，让另一个莎蒂冷静点。"
"HASH_1D4578F2": "我不是敌人，基思……齐尼亚克才是。"
"HASH_BEF4C8F3": "好。他去哪了？"
"HASH_A94654F3": "你想插一脚我的舞？"
"HASH_E6DE40F3": "宁可撞坏这条路，也不能让金吉的钥匙有闪失。"
"HASH_D60530F3": "好消息，我在城市西南角开了扇门。没想到这招还真好用！你觉得能继续吗？"
"HASH_680A84F3": "我保证。你的钥匙会没事的。"
"HASH_E94B3CF3": "我拿到了！"
"HASH_F3ADC8F3": "没什么。你确定在这里吗？"
"HASH_D76C68F3": "迟到也要分时候，金吉。"
"HASH_F7EED0F3": "别担心，我会到的，吧啦吧啦他妈的"
"HASH_B7B0B8F3": "绕过去！"
"HASH_5A938CF3": "废物。"
"HASH_D7F260F3": "哇，这玩意儿在身边还挺好用的。"
"HASH_19166CF3": "金吉..."
"HASH_AF4804F3": "一个没人杀人的世界？搞什么鬼？"
"HASH_3445D4F3": "马特。太妙了。"
"HASH_41F30CF3": "你知道的。干掉了一些恐怖分子，当上了美国总统。还清了国债，坐了空军一号。"
"HASH_A27834F3": "唉，我以后还怎么直视基思啊？我是说，操，他眼睁睁看着金吉被绑架！我现在都觉得害臊，明明我啥也没干！你得把她救回来，老大，不然我再也没法信任心中的英雄了。"
"HASH_4AEA20F3": "莎蒂，住手！你没杀强尼，记得吗？是菲利普杀的！"
"HASH_A46848F4": "你真是煞风景的高手，金吉。"
"HASH_3083D8F4": "目标是谁？"
"HASH_6730D4F4": "你记得赛勒斯·坦普尔吗？"
"HASH_0AD688F4": "是啊，她可真是个特别的宝贝。"
"HASH_78AE38F4": "不知道。我通常忙着当自己的英雄，没空无聊。"
"HASH_6F6F70F4": "*叹气* 要是那个疯猫男还在，我们就把他喂给齐恩。"
"HASH_1A3F50F4": "你觉得我需要本杰明来堵住你那张臭嘴？"
"HASH_B3167CF4": "现在怎样……"
"HASH_024208F4": "接金球？我有分加吗？"
"HASH_3D99E8F4": "你会对我另眼相看……"
"HASH_882A0CF4": "来吧，给点信任，金吉。"
"HASH_BBB310F4": "相信我，约翰尼，你会习惯的。"
"HASH_7D5E2CF4": "所以为你入侵商店。明白。"
"HASH_5F4518F4": "对！"
"HASH_EC8234F4": "种族灭绝之后来杯柠檬摇摇乐？哦耶。"
"HASH_40D7E0F4": "来吧，各位，跟上节拍，动作快点！"
"HASH_E99040F4": "我绝不答应！我可不让什么娘娘腔外星独裁者踩我的宇宙扩张同人！"
"HASH_7EBB84F4": "搞什么……"
"HASH_660F34F4": "删除"
"HASH_880C80F4": "金吉，成功了！"
"HASH_8FA0C0F4": "你抢了我的搭档！"
"HASH_9A6F44F5": "金吉，门在哪？"
"HASH_454CD4F5": "……但我跟你们俩还没完。"
"HASH_D3C6ECF5": "更多齐恩人来了！"
"HASH_434214F5": "那我们就不给她这个机会。"
"HASH_CD5A60F5": "那真是……"
"HASH_031CC8F5": "我就是找不到他们俩。我……哦不！金倒在了另一边。快！"
"HASH_C53F70F5": "漂亮！继续！"
"HASH_BC0708F5": "你帮的是倒忙，马特！"
"HASH_DC7874F5": "那是假设你会赢。你知道关于假设的说法。"
"HASH_2E950CF5": "别废话，直接说。"
"HASH_F9C4E8F5": "你们俩准备好了吗？该动手了。"
"HASH_232A4CF5": "这地方放个电场挺奇怪的。"
"HASH_8A44F4F5": "真的？怎么个说法？"
"HASH_8554C4F5": "我想把你捧在手心……"
"HASH_7E149CF5": "这圆球不危险吧？"
"HASH_6FBD8CF5": "哪……金吉在哪……"
"HASH_7126E8F5": "你做得比我想象的好。"
"HASH_E7E5D4F5": "来吧，挺可爱的。"
"HASH_FBB090F5": "这场行动开个头吧。船上见。"
"HASH_AB6FF8F6": "听起来是个奇怪的类比但好吧。"
"HASH_E74628F6": "这是飞船？什么鬼？"
"HASH_F798CCF6": "你在哪，混蛋……"
"HASH_3E00E8F6": "好吧，约翰尼跟我在他联邦调查局档案里读到的一点也不像。他的心理侧写完全不对！你知道他们真以为他有间歇性爆发障碍，说不定还有自大狂吗？结果他就是个普普通通的老式无政府主义者，外加极端的忠诚！谁知道呢？"
"HASH_6A7CACF6": "你得用能力打破它的护盾。"
"HASH_75B748F6": "是啊，可同时护盾也在减弱！"
"HASH_1E4054F6": "我们现在没事了，对吧？"
"HASH_B6DD3CF6": "呃，那好吧。那你介意……"
"HASH_4B3270F6": "明白，老大。"
"HASH_8BE3B4F6": "删除"
"HASH_F7C6C0F6": "别得寸进尺。"
"HASH_525078F6": "那我使劲踩下去就行？"
"HASH_DDDABCF6": "我怎么知道你不是齐尼亚克的一个来耍我的打手？"
"HASH_E10C24F6": "你在拆我的动力装甲吗？"
"HASH_8A2574F7": "干得好，老大，不过还有更多要做。船上见。"
"HASH_01F3ECF7": "马修把人生扳回了正轨。他加入了军情六处，帮我们对付赛勒斯·坦普尔，而且你得承认，他很有用。"
"HASH_5702ECF7": "我知道黑客这条路走不通，但肯定还有别的办法进这扇门……"
"HASH_2D57F0F7": "有道理。"
"HASH_F5DB84F7": "删除"
"HASH_42DC78F7": "嘿，马埃罗，杰西卡怎么样？"
"HASH_45A4A8F7": "不。"
"HASH_E70BC4F7": "更多齐恩人！"
"HASH_18AD14F7": "想得挺周到的，金吉。"
"HASH_E74B14F7": "你先请。"
"HASH_8CF794F7": "教育性的，嗯。你真了解我。"
"HASH_F62F2CF7": "这番演讲之后连皮尔斯都会受不了这玩意儿的。"
"HASH_E425C0F8": "听起来有点严肃，但我愿意试试。"
"HASH_15A834F8": "我是说，可能有个自毁按钮，或者能激活杀死齐恩人的病毒，甚至……"
"HASH_586CF8F8": "最后一扇开着的。"
"HASH_0891CCF8": "这里的齐恩人一直在找我。干掉他们。"
"HASH_478BD8F8": "这还差不多。"
"HASH_A7CEC0F8": "怎么我感觉你为这事已经琢磨很久了？"
"HASH_6933A8F8": "搞什么鬼？"
"HASH_6CF948F8": "他是我们的头号目标。但你知道这种事什么下场。"
"HASH_5E8950F8": "基思。你得醒过来。醒过——"
"HASH_FECAE0F8": "得武装自己。"
"HASH_6BF600F8": "你还没让他们滚蛋？"
"HASH_F8A1F0F8": "那他妈也太多人了，金吉。"
"HASH_651498F8": "哦，操我。"
"HASH_3B11ACF8": "那么，它会表演什么戏法吗？"
"HASH_2D3270F8": "哦看，一只猫。这是宠物店？"
"HASH_B9E904F8": "干掉那辆车会弄坏上面的东西吗？"
"HASH_3E1560F8": "正雄特工，嗯？"
"HASH_22B0F4F8": "搞什么？！"
"HASH_C5B16CF8": "本，咱们到外面打。"
"HASH_08EB9CF8": "有道理。"
"HASH_BBF94CF9": "有道理。"
"HASH_2597C8F9": "阿莎，我差不多算个超级英雄了。你扔什么都接得住。"
"HASH_47BF2CF9": "你猜，金吉。"
"HASH_8C8CE8F9": "别沾血在身上，她有肝炎！"
"HASH_410E18F9": "好，我拿东西的时候掩护我。然后你们俩都回船上去。"
"HASH_D43AFCF9": "至于饿，让厨房给我做杯果昔。"
"HASH_71C930F9": "坚持住，伙计。"
"HASH_72C544F9": "确实。看看他们是怎么扫倒对面的。"
"HASH_E96DA8F9": "才怪！来吧，我们——"
"HASH_893B50F9": "抱歉。"
"HASH_756448F9": "蛋疼……"
"HASH_297BCCF9": "来啊金吉，你在哪？"
"HASH_D5C764F9": "我快到了。"
"HASH_DDE9F4F9": "你抢我女人，要你好看！"
"HASH_4A1FB4F9": "魅力可救不了他躲子弹……"
"HASH_F68150FA": "给，试试用它打破典狱长的护盾。"
"HASH_965618FA": "不是现在！我需要静心。"
"HASH_505008FA": "把我留在这赤身裸体，身上盖满谁他妈知道什么东西"
"HASH_64E974FA": "看来他们找到我们了。"
"HASH_F3225CFA": "是威尔？斯科特？内特？"
"HASH_A0AA58FA": "嗯……你这么说的话……抱歉？我去帮你搞定接管街区的事……"
"HASH_1E8180FA": "听起来是好事。"
"HASH_497898FA": "塔尼娅的手下，呃？看来有麻烦要来了。"
"HASH_7338D4FA": "喂？喂？"
"HASH_55E950FA": "你冷得像冰一样！"
"HASH_960168FA": "他妈的完美……"
"HASH_553AF0FA": "你们俩需要独处一会儿吗？"
"HASH_E84D24FB": "你把它炸了！"
"HASH_50F7FCFB": "有多少台发电机，马特？"
"HASH_2F1F90FB": "等等。你在我之前救了基思·大卫？"
"HASH_37F460FB": "怎么了？找到塔尼娅了？"
"HASH_067774FB": "这他妈是什么传送门？"
"HASH_184564FB": "这样的枪法我多少年没见过了！"
"HASH_8EF3C4FB": "删除"
"HASH_80262CFB": "看来现在就剩你了，老兵之子，你已经无路可走了。"
"HASH_FB7248FB": "你知道吗，去你的。你炸了我的星球，现在还跟我玩什么心理游戏？"
"HASH_624D0CFB": "是啊，这东西似乎没啥用。"
"HASH_B45178FB": "别怪人质。赶紧修好它。"
"HASH_C4F888FB": "等等，我为什么要打灯如果——"
"HASH_979640FC": "这要失控了。"
"HASH_63C9C4FC": "看起来又有个锈针纹身要黑。"
"HASH_0A53A8FC": "我在……搞什么鬼？"
"HASH_717998FC": "金吉！"
"HASH_194EECFC": "妈的。强尼，这不是真的——"
"HASH_AC7DE8FC": "这一轮大家有的聊了。"
"HASH_5427BCFC": "不，我亲爱的圣徒，有问题的不是我。"
"HASH_04445CFC": "那还是太含糊了。"
"HASH_A6B92CFC": "金吉，你让我追的这些是什么东西，我该拿它们干什么？"
"HASH_071CA8FC": "我知道我该回去上大学，但X先生给的钱多，我还能隔周放个假。不，妈，你看，是是是，丹尼是牙医。我知道！"
"HASH_F2C86CFC": "与黑夜怪物和背叛他的人的斗争必须继续下去，马特。别让弗兰克林·奈特的牺牲白费。"
"HASH_2CE330FC": "这些是什么，齐恩皮纳塔？"
"HASH_E60230FC": "这一轮超级能力搏击俱乐部到此为止！"
"HASH_5FA72CFC": "这是我见过最可悲的环形菜单。"
"HASH_56DE54FC": "保持警觉。保持警觉。保持警觉。敌人可能在任何地方。"
"HASH_F64E70FD": "保护飞船！"
"HASH_EFA3D4FD": "别担心，金吉。我们回去再解释。"
"HASH_34C81CFD": "坚持住，伙计。"
"HASH_526148FD": "但夜刃还在猎杀吸血鬼？尽管塞浦路斯骑士团是敌人？"
"HASH_45A5A8FD": "那还等什么？"
"HASH_D4CA3CFD": "你俩能别吵了吗？"
"HASH_BA3714FD": "跑腿活？好吧。"
"HASH_3D10B4FD": "我们一起上……来，该你了，金吉，「你知道的——这可不是编的……」"
"HASH_AE6B8CFD": "沃伦、托尼、奥德曼·休斯……我把他们都玩弄于股掌之中……他们愿意为我而死。回头想想，他们确实死了。"
"HASH_128588FD": "手动？"
"HASH_F6CFB8FD": "我们得找条出路！"
"HASH_D74DD0FD": "阿莎，我差不多算个超级英雄了。你扔什么都接得住。"
"HASH_B204D0FD": "马特，你怎么有时间造出这玩意？"
"HASH_4776F0FD": "删除"
"HASH_4A6D54FD": "这里的规矩就是这样。"
"HASH_A657F0FD": "这是个中央处理器。它用来……算了，你走近了我指给你看。天哪……"
"HASH_A535B0FD": "你当真担心她？我是说，她只是个程序。"
"HASH_2711F8FD": "虽然还早，但我已经在写新一期的夜刃故事了。别担心，你压根不在里面。"
"HASH_367F28FD": "唔。你坐副驾。"
"HASH_D0D808FD": "那是给谁的？"
"HASH_8B311CFD": "你猜，金吉。"
"HASH_3ED458FE": "阿莎，听着，你不用在我面前逞强。我知道马特对你很重要。"
"HASH_80C970FE": "马特，我一直在想……我们可能很快就死了，所以……靠我不敢相信我在说这个……你不必死处男。"
"HASH_A96910FE": "该死。到底什么情况？"
"HASH_C6BD64FE": "你没事吧，搭档？"
"HASH_F2DAB4FE": "C.I.D.能帮我处理这些中继器，对吧？"
"HASH_790DD4FE": "集齐它们，和朋友分享！"
"HASH_5DB5F8FE": "操。回来，基思！"
"HASH_948C70FE": "赛勒斯怎么能一次又一次地闯进这个模拟？"
"HASH_48E760FE": "搞什么……"
"HASH_824F5CFF": "该死。"
"HASH_BB9F8CFF": "金吉，考你一道题：能不能也让我们的AI在现实世界里弄具身体？"
"HASH_1A9534FF": "借作家威廉·莎士比亚的话说：凡有生者必死，圣徒也一样。"
"HASH_38516CFF": "该走了。"
"HASH_5388D4FF": "或者干脆当回事……"
"HASH_6CF49CFF": "来啊齐尼亚克，你就这点本事？"
"HASH_2BA128FF": "嘛，还算没太糟。"
"HASH_00D368FF": "安静。听听看。"
"HASH_42FD4CFF": "金吉，你能——"
"HASH_1679DCFF": "金吉，别费心了。他说得对。有时候你得亲力亲为。"
"HASH_899268FF": "为什么枪坏了？！"
"HASH_D213A8FF": "豁出去了……"
"HASH_8F66B4FF": "火箭。我需要更多火箭……"
"HASH_976B5CFF": "真的假的？"
"HASH_1671D4FF": "我想我唯一能做的……就是准备。"
"HASH_C51348FF": "那我们是不是该跑快点？"
"HASH_35ABF4FF": "那我们就不给她这个机会。"
"HASH_4B36A100": "不说谎。还是不太接受邪恶的我居然是你的地狱。"
"HASH_A6FDB500": "那是种坏掉的「哦哦」是吧……"
"HASH_0FB56900": "还有一个。跟我来。"
"HASH_703AA100": "该死！"
"HASH_49344100": "不墨守成规，没人说脏话，没有暴力——"
"HASH_EB91B900": "成为我？"
"HASH_AD3CB100": "去哪，金吉？"
"HASH_B7B09900": "来吧，你在跟一个邪恶的自己打……"
"HASH_D5B3F500": "马特。太妙了。"
"HASH_313A2100": "好吧说句公道话，我最初确实打算揍他一顿……"
"HASH_66408900": "看吧，你能做到，马特！"
"HASH_3DE4D100": "哦，皮尔斯。我没想到你这么糟糕。"
"HASH_4C833500": "我们现在该走了吧？"
"HASH_B3FDB100": "对。当然。到处都是潜在威胁。"
"HASH_E4A45500": "搞定了！夜刃倒下了。"
"HASH_43243900": "放松，金吉。这事我干过。"
"HASH_216D0D00": "一切不会变的。我们是专业人士。"
"HASH_73248D00": "为什么？因为我们被一群毛皮控围着，这就是为什么！"
"HASH_F03F7500": "炸弹？"
"HASH_4B987500": "哎呀，没什么，亲爱的。啥事没有。"
"HASH_6E2E4500": "皮尔斯，我觉得普通枪在这儿不管用。"
"HASH_1091FD00": "看起来约翰尼正在给齐尼亚克好果子吃……"
"HASH_A05F8500": "什么鬼……？"
"HASH_5FCF7500": "我看到一路死掉的外星人，金吉。我想我知道约翰尼往哪走了。"
"HASH_F0D77D00": "警察抓了金吉！"
"HASH_43A18D00": "在我上传下一个程序之前，还得先处理一队齐恩巡逻兵。"
"HASH_63E7BD01": "我走进他们在地下布置的那个破窝那一刻，就知道这里头大有可为。圣徒淡出江湖是有一阵子了，那又怎样。我们有老大，还有约翰尼·盖特，还要什么？我知道自己糙了点，但我愿意学。然后老大把撒麦迪之子扔给了我。那真是够呛。"
"HASH_BE740901": "你想要她？有本事来抢！"
"HASH_2A693101": "盖特，在我开门的时候你对付这些家伙。"
"HASH_1157AD01": "亲爱的，你骗不了骗子。"
"HASH_DD2F6101": "你现在应该快到军械库了。"
"HASH_890C8901": "别说了。没人这么想你。"
"HASH_E5987D01": "直接杀了他们走人。"
"HASH_71B6E901": "这不是斯提尔沃特的另一个默认玩家吗……"
"HASH_01E6C501": "哦。嘛。抱歉。"
"HASH_93C1F901": "我唯一需要的优势已经在我的体内了。"
"HASH_EDDF7101": "好……等等，那说得通吗？"
"HASH_94CBD901": "不用多说。我加入。"
"HASH_1E1A2902": "奥列格！你还好吗？"
"HASH_DCAE6102": "嘿，圣徒是我的人。我愿意为他们任何一个挡子弹。"
"HASH_BFB8B902": "没问题，C.I.D.。"
"HASH_3FB77102": "我考虑过很多人，但最后基思·大卫才是这份工作的不二人选。"
"HASH_03310D02": "莎蒂，你还好吗？"
"HASH_FDF5CD02": "你还真以为朱利叶斯会帮到你？"
"HASH_F0C53D02": "呃。对。马特，把我们弄出去。"
"HASH_A4F14502": "我不知道，皮尔斯看起来没事。"
"HASH_A9674102": "夹在金吉和C.I.D.中间，我迟早要爆发，把这船上的人全杀了。"
"HASH_39FD5502": "我不想他再来杀我一次。又一次又一次。算了，你懂我意思。我们能不能直接去把他宰了？"
"HASH_923E1D02": "删除"
"HASH_2A40C102": "超伦理现实高潮。谁他妈起的这名？"
"HASH_835DA103": "加入军情六处之前，我多次给外国政要那些娇生惯养的孩子当保姆。之后嘛，某个街头帮派……"
"HASH_B60E5503": "金吉，你肚量真大。"
"HASH_178B4D03": "别吊人胃口啊，金吉……"
